x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,y
35,16,14,25,19,12,26,21,11,10,8,17,24,13,27,23,7,20,4,5,6,2,1,3,22,28,18,33,29,31,34,32,30,15,9,134517.30000000002
35,16,14,25,19,12,26,21,11,10,8,17,24,13,27,23,7,20,4,5,6,2,1,3,22,28,18,33,29,31,34,32,30,15,9,134517.30000000002
35,16,14,25,19,12,26,21,11,10,8,17,24,13,27,23,7,20,4,5,6,2,1,3,22,28,18,33,29,31,34,32,30,15,9,134517.30000000002
35,16,14,25,19,12,26,21,11,10,8,17,24,13,27,23,7,20,4,5,6,2,1,3,22,28,18,33,29,31,34,32,30,15,9,134517.30000000002
35,16,14,25,19,12,26,21,11,10,8,17,24,13,27,23,7,20,4,5,6,2,1,3,22,28,18,33,29,31,34,32,30,15,9,134517.30000000002
35,16,14,25,19,12,26,21,11,10,8,17,24,13,27,23,7,20,4,5,6,2,1,3,22,28,18,33,29,31,34,32,30,15,9,134517.30000000002
16,18,28,19,25,12,26,11,10,21,8,17,24,13,15,23,7,20,4,5,6,2,1,3,22,14,31,33,29,34,32,30,35,27,9,134307.00000000003
16,18,28,19,25,12,26,11,10,21,8,17,24,13,15,23,7,20,4,5,6,2,1,3,22,14,33,31,29,34,32,30,35,27,9,133738.70000000004
16,18,28,19,25,12,26,11,10,21,8,17,24,13,15,27,7,20,4,5,6,2,1,3,22,14,33,31,29,34,32,30,35,23,9,133375.60000000003
16,18,28,19,25,12,26,11,21,10,8,17,24,13,15,27,7,20,4,5,6,2,1,3,22,14,33,31,29,34,32,30,35,23,9,133347.00000000003
16,18,28,19,25,12,26,11,21,10,8,17,24,13,15,27,7,20,4,5,6,2,1,3,22,14,33,31,29,34,32,30,35,23,9,133347.00000000003
16,18,28,19,25,12,26,11,21,10,8,17,24,13,15,27,7,20,4,5,6,2,1,3,22,14,33,31,29,34,32,30,35,23,9,133347.00000000003
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,6,2,1,3,8,16,33,29,31,34,32,30,35,23,9,132803.09999999998
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,6,2,1,3,8,16,33,29,31,34,32,30,35,23,9,132803.09999999998
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,6,2,1,3,8,16,33,29,31,34,32,30,35,23,9,132803.09999999998
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,6,2,1,3,8,16,33,29,31,34,32,30,35,23,9,132803.09999999998
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,23,7,20,4,5,1,6,2,3,27,16,33,29,31,34,32,30,35,8,9,131530.59999999998
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
14,18,28,19,25,12,26,11,21,10,22,17,24,13,15,27,7,20,4,5,1,6,2,3,23,16,33,29,31,34,32,30,35,8,9,131107.4
18,14,28,22,21,11,26,10,12,25,19,13,17,24,27,15,7,20,4,5,3,2,6,1,23,16,33,29,31,34,32,30,35,8,9,130978.9
18,14,28,22,21,11,10,26,12,25,19,13,17,24,27,15,7,20,4,5,3,2,6,1,23,16,33,29,31,34,32,30,35,8,9,130412.5
18,14,28,22,21,11,10,26,12,25,19,13,17,24,27,15,7,20,4,5,3,6,2,1,23,16,33,29,31,34,32,30,35,8,9,130412.4
18,14,28,22,21,11,10,26,12,25,19,13,17,24,27,15,7,20,4,5,3,6,2,1,23,16,33,29,31,34,32,30,35,8,9,130412.4
18,14,28,22,21,11,10,26,12,25,19,13,17,24,27,15,7,20,4,5,3,6,2,1,23,16,33,29,31,34,32,30,35,8,9,130412.4
14,18,28,11,21,22,10,26,12,25,19,13,17,24,27,15,7,20,4,5,3,1,2,6,23,16,33,29,31,34,32,30,35,8,9,130398.59999999999
14,18,28,11,21,22,10,26,12,25,19,13,17,24,27,15,7,20,4,5,3,1,2,6,23,16,33,29,31,34,32,30,35,8,9,130398.59999999999
14,18,28,11,21,22,10,26,12,25,19,13,17,24,27,15,7,20,4,5,3,1,2,6,23,16,33,29,31,34,32,30,35,8,9,130398.59999999999
14,18,28,22,10,11,21,26,12,25,19,13,17,24,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130293.09999999999
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
14,18,28,22,10,11,21,26,12,25,19,24,17,13,27,15,7,20,4,5,3,1,6,2,23,16,33,29,31,34,32,30,35,8,9,130065.2
